"","id","name","styleId","style.name","style.shortName","abv","ibu","srmId","originalGravity","isOrganic"
"706","mtN1V4","Anniversary Series DIPA",126,"Specialty Honey Lager or Ale","Honey Beer",10,100,6,NA,"N"
"707","gXZGWf","Anniversary Stout",43,"American-Style Imperial Stout","American Imperial Stout",10.2,94,NA,NA,"N"
"708","t3J7S1","Anniversary Strong Ale",138,"Other Strong Ale or Lager","Strong Ale",7,NA,NA,NA,"N"
"709","JtESCK","Anniversary VIII Jubilee",13,"Old Ale","Old Ale",NA,NA,NA,NA,"N"
"710","tqBj92","Anniversary Yumberry",31,"Imperial or Double India Pale Ale","Imperial IPA",10.5,NA,NA,NA,"N"
"711","uwFDbD","Anno 1050",81,"German-Style Märzen","Märzen",5.5,NA,NA,NA,"Y"
"712","mv93jJ","Anno 1765er",80,"Vienna-Style Lager","Vienna Lager",4.9,NA,NA,NA,"N"
"713","0RqQyr","Anno Domini XV",72,"French & Belgian-Style Saison","Saison",NA,NA,NA,NA,"N"
"714","lCSrsE","Anno Quinto",14,"Strong Ale","Strong Ale",7.9,121,NA,NA,"N"
"715","Utmhjh","Anno Unum",70,"Other Belgian-Style Ales","Belgian Ale",9.2,NA,NA,NA,"N"
"716","Pj3NZJ","Annual Wet Hop Ale",26,"Fresh \Wet\"" Hop Ale""","Wet Hop Ale",NA,NA,NA,NA,"N"
"717","burd6D","Annularity",34,"American-Style Barley Wine Ale","American Barleywine",12.5,NA,NA,NA,"N"
"718","rWO3D1","Anodyne",35,"American-Style Wheat Wine Ale","Wheatwine",9,50,NA,NA,"N"
"719","jMhaqB","Anodyne Helles Lager",78,"Münchner (Munich)-Style Helles","Helles",5.3,NA,NA,NA,"N"
"720","zFBe6Q","Anomalous",31,"Imperial or Double India Pale Ale","Imperial IPA",7.5,NA,NA,NA,"N"
"721","dC3SbT","Anomaly",72,"French & Belgian-Style Saison","Saison",6.8,NA,NA,NA,"N"
"722","gDYWNl","Anomaly",41,"American-Style Black Ale","Black Ale",7.2,NA,NA,NA,"N"
"723","yKtHGK","ANOMALY MILK STOUT",42,"American-Style Stout","American Stout",6.5,30,NA,NA,"N"
"724","TWXKb2","Anonymous IIPA",31,"Imperial or Double India Pale Ale","Imperial IPA",8.5,98,NA,NA,"N"
"725","WX3XBI","Apparition",36,"Golden or Blonde Ale","Blonde",4.5,NA,NA,NA,"N"
"726","f8FdaZ","Apparition",30,"American-Style India Pale Ale","American IPA",6,60,NA,NA,"N"
"727","t8ZU3D","Appeasement",30,"American-Style India Pale Ale","American IPA",7,50,5,NA,"N"
"728","X17Dls","Appely Brut",157,"Other Specialty Cider or Perry","Specialty Cider",8,NA,NA,NA,"N"
"729","dQ75Y2","Appenzell Weizenbier",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",5.2,NA,NA,NA,"N"
"730","iSns0L","Appervation",43,"American-Style Imperial Stout","American Imperial Stout",13.5,NA,NA,NA,"N"
"731","naL5My","Apple",149,"Common Cider","Common Cider",5.5,NA,NA,NA,"N"
"732","DKyp0h","Apple",149,"Common Cider","Common Cider",NA,NA,NA,NA,"N"
"733","clkvI7","Apple & Boysenberry Cider",155,"Fruit Cider","Fruit Cider",5,NA,NA,NA,"N"
"734","vwgNnT","Apple Ale",119,"Fruit Beer","Fruit Beer",5,NA,NA,NA,"N"
"735","mR6epL","Apple Ale",112,"Light American Wheat Ale or Lager with Yeast","Wheat Ale",NA,NA,NA,NA,"N"
"736","ZWWuXN","Apple Ale",112,"Light American Wheat Ale or Lager with Yeast","Wheat Ale",NA,NA,NA,NA,"N"
"737","RjNxAy","Apple Ale",119,"Fruit Beer","Fruit Beer",NA,NA,NA,NA,"N"
"738","ns22Um","Apple Ale",119,"Fruit Beer","Fruit Beer",6,NA,NA,NA,"N"
"739","zuzAcT","Apple Ale",119,"Fruit Beer","Fruit Beer",NA,NA,NA,NA,"N"
"740","ZVL5Uu","Apple Ale",112,"Light American Wheat Ale or Lager with Yeast","Wheat Ale",NA,NA,NA,NA,"N"
"741","u1ULh1","Apple Ale",119,"Fruit Beer","Fruit Beer",4.6,NA,NA,NA,"N"
"742","yJdbA1","Apple And Feijoa Cider",157,"Other Specialty Cider or Perry","Specialty Cider",5,NA,NA,NA,"N"
"743","D7DIf1","Apple Bach",112,"Light American Wheat Ale or Lager with Yeast","Wheat Ale",NA,NA,NA,NA,"N"
"744","iNJFs6","Apple Baron",8,"Scottish-Style Heavy Ale","Scottish Heavy",11,NA,NA,NA,"N"
"745","CPkALn","Apple Blueberry",157,"Other Specialty Cider or Perry","Specialty Cider",6.5,NA,NA,NA,"N"
"746","vW1lr5","Apple Bocq",119,"Fruit Beer","Fruit Beer",3.1,NA,4,NA,"Y"
"747","Zy6Wbx","Apple Bomb",155,"Fruit Cider","Fruit Cider",6.2,NA,NA,NA,"N"
"748","ho33kA","Apple Bottom Trees",40,"American-Style Sour Ale","Sour",NA,NA,NA,NA,"N"
"749","Y5v27k","Apple Brandy Barrel Aged Bourbon County Stout",16,"British-Style Imperial Stout","British Imperial Stout",14.2,NA,NA,NA,"N"
"750","IGMGkz","Apple Brandy Barrel Aged Imperial Milk Stout",134,"Wood- and Barrel-Aged Dark Beer","BBL Aged Dark",10.5,50,NA,NA,"N"
"751","WX7OF8","Apple Brandy Barrel Aged Mail Order",43,"American-Style Imperial Stout","American Imperial Stout",10.2,NA,NA,NA,"Y"
"752","O8bPa8","Apple Brandy Barrel Noir",43,"American-Style Imperial Stout","American Imperial Stout",12,70,NA,NA,"N"
"753","M6Lgxd","Apple Brandy Barrel Oil of Aphrodite",43,"American-Style Imperial Stout","American Imperial Stout",12.2,NA,NA,NA,"N"
"754","xr57tP","Apple Brandy Barrel Saison",132,"Wood- and Barrel-Aged Beer","BBL Aged",NA,NA,NA,NA,"N"
"755","QNdnMH","Apple Brandy Softly Spoken",34,"American-Style Barley Wine Ale","American Barleywine",11,NA,NA,NA,"N"
"756","MgDNxx","Apple Buzz",100,"American-Style Malt Liquor","Malt Liquor",7,NA,NA,NA,"N"
"757","PRVQFn","Apple BzZz",143,"Cyser (Apple Melomel)","Cyser",6,NA,NA,NA,"N"
"758","Td0nvJ","Apple Champagne",119,"Fruit Beer","Fruit Beer",5.2,12,NA,NA,"N"
"759","ScGFRY","Apple Cherry",155,"Fruit Cider","Fruit Cider",6.9,NA,NA,NA,"N"
"760","mWlfQn","Apple Cherry Cider",155,"Fruit Cider","Fruit Cider",6.9,NA,NA,NA,"N"
"761","sBgVHk","Apple Cherry Hard Cider",157,"Other Specialty Cider or Perry","Specialty Cider",6.5,NA,NA,NA,"N"
"762","ctOvyF","Apple Cider",155,"Fruit Cider","Fruit Cider",4.5,NA,NA,NA,"N"
"763","ky9hi0","Apple Cider",149,"Common Cider","Common Cider",NA,NA,NA,NA,"N"
"764","F5TjRY","Apple Cider",157,"Other Specialty Cider or Perry","Specialty Cider",5,NA,NA,NA,"N"
"765","TJASFc","Apple Cin",145,"Other Fruit Melomel","Fruit Melomel",11,NA,NA,NA,"N"
"766","6zcHPm","Apple Cinnamon Dei",70,"Other Belgian-Style Ales","Belgian Ale",NA,NA,NA,NA,"N"
"767","nl9vAF","Arber Spezial",89,"German-Style Heller Bock/Maibock","Maibock",5.5,NA,NA,NA,"N"
"768","r5yyUI","Arbitrator",83,"European-Style Dark / Münchner Dunkel","Euro Dark",NA,NA,NA,NA,"N"
"769","007p5z","Arbor Knot",30,"American-Style India Pale Ale","American IPA",6.8,NA,NA,NA,"N"
"770","bP9cP4","Arboreal",14,"Strong Ale","Strong Ale",8.5,NA,NA,NA,"N"
"771","rC7lqS","Arbre - Light Toast",43,"American-Style Imperial Stout","American Imperial Stout",11.3,NA,NA,NA,"N"
"772","kHgiHQ","Arbre - Medium Toast",43,"American-Style Imperial Stout","American Imperial Stout",11.3,NA,NA,NA,"N"
"773","QsCYOB","Arbre Alligator Char",43,"American-Style Imperial Stout","American Imperial Stout",11.3,NA,NA,NA,"N"
"774","T5L4q6","Arc Jet",30,"American-Style India Pale Ale","American IPA",6.7,NA,NA,NA,"N"
"775","hxpBHZ","Arc Valley Premium Lager",97,"American-Style Premium Lager","American Premium Lager",4.7,NA,NA,NA,"N"
"776","D10eF1","Arc Weld Alt",55,"German-Style Altbier","Altbier",5.3,NA,NA,NA,"N"
"777","sSALgT","Arc Welder",117,"Rye Ale or Lager with or without Yeast","Rye Ale",NA,NA,NA,NA,"N"
"778","bFsZIz","Arcadia ESB",5,"Extra Special Bitter","ESB",NA,NA,NA,NA,"N"
"779","d7TqbQ","Arcana",72,"French & Belgian-Style Saison","Saison",6.5,NA,NA,NA,"N"
"780","QRu14p","ArcCot Spiced Apple Brown",37,"American-Style Brown Ale","American Brown",5,NA,NA,NA,"N"
"781","Vkrg5Q","Arcee",165,"Contemporary Gose","Contemporary Gose",3.6,NA,NA,NA,"N"
"782","vWWqIP","Arch Amber Ale",32,"American-Style Amber/Red Ale","Amber",4.9,NA,NA,NA,"N"
"783","XqFeRq","Arch IPA",30,"American-Style India Pale Ale","American IPA",6,60,NA,NA,"N"
"784","zqf5q5","Arch Nemesis: Midnight",41,"American-Style Black Ale","Black Ale",9,NA,NA,NA,"N"
"785","A9ySbH","Arch Sunshine",49,"South German-Style Kristall Weizen / Kristall Weissbier","Kristallweizen",6.2,NA,NA,NA,"N"
"786","btDIze","Archa Beer",93,"American-Style Lager","American Lager",5.4,NA,NA,NA,"N"
"787","tTeE8b","Archangel",112,"Light American Wheat Ale or Lager with Yeast","Wheat Ale",5,38,NA,NA,"N"
"788","rNnki5","Archdruid",33,"Imperial Red Ale","Imperial Red",9,NA,NA,NA,"N"
"789","60kIZd","Archer",141,"Semi-Sweet Mead","Semi-Sweet Mead",16,NA,NA,NA,"N"
"790","TsHXax","Archer Stout",11,"English-Style Dark Mild Ale","English Dark Mild",4.6,NA,NA,NA,"Y"
"791","rNJxxN","Archer's Ale ESB",5,"Extra Special Bitter","ESB",5.8,NA,NA,NA,"N"
"792","ZfItC8","Archer's Saison",72,"French & Belgian-Style Saison","Saison",8.5,NA,NA,NA,"N"
"793","IRyOYm","Archetype",42,"American-Style Stout","American Stout",7.4,38,41,1.077,"N"
"794","tfzful","Archibald's Amber Apple Cider",155,"Fruit Cider","Fruit Cider",8,NA,NA,NA,"N"
"795","7lMv8A","Archie",12,"English-Style Brown Ale","English Brown",5.8,NA,NA,NA,"N"
"796","ORQKgZ","Archimedes",157,"Other Specialty Cider or Perry","Specialty Cider",6.5,NA,NA,NA,"N"
"797","7nxX3X","Archives 1805 Pale Stout",44,"Specialty Stouts","Stout",6.3,NA,NA,NA,"N"
"798","L0Bf65","Archives 1850 Keeping Stout",44,"Specialty Stouts","Stout",8.4,NA,NA,NA,"N"
"799","b4qlfH","Archives 1933 Milk Stout",20,"Sweet or Cream Stout","Sweet Stout",3.7,NA,NA,NA,"N"
"800","f2osWA","Archnemesis",37,"American-Style Brown Ale","American Brown",NA,NA,NA,NA,"N"
"801","Gl6oJA","Archtop Amber",32,"American-Style Amber/Red Ale","Amber",5.5,35,NA,NA,"N"
"802","aJYd0z","Arcobräu Schloss Hell",78,"Münchner (Munich)-Style Helles","Helles",4.9,NA,NA,NA,"N"
"803","qkCC79","Arcobrau Weissbier Hell",46,"Berliner-Style Weisse (Wheat)","Berlinerweisse",5.3,NA,NA,NA,"N"
"804","Tb5euT","Arctic Alchemy",17,"British-Style Barley Wine Ale","British Barleywine",12,50,NA,NA,"N"
"805","vs0EO3","Arctic Ale",7,"Scottish-Style Light Ale","Scottish Light",4.5,NA,NA,NA,"N"
"806","Iq4xx1","Arctic Beer",34,"American-Style Barley Wine Ale","American Barleywine",11.8,100,NA,NA,"N"
"807","CbSiae","Arctic Berry Ale",119,"Fruit Beer","Fruit Beer",5.2,NA,NA,NA,"N"
"808","FDgfcq","Arctic Blast",32,"American-Style Amber/Red Ale","Amber",6.4,NA,NA,NA,"N"
"809","RePhAf","Arctic Blast Vanilla Porter",19,"Robust Porter","Robust Porter",4.8,18,NA,NA,"N"
"810","ytIKJu","Artisan Saison",72,"French & Belgian-Style Saison","Saison",NA,NA,NA,NA,"N"
"811","cUNMRo","Artisan Tears",40,"American-Style Sour Ale","Sour",6.66,50,NA,NA,"N"
"812","KR797y","Artisanal Belgian Brown",62,"Belgian-Style Pale Ale","Belgian Pale",5,NA,NA,NA,"Y"
"813","LzxMNo","Artisans Reserve",76,"Bohemian-Style Pilsener","Bohemian Pilsener",NA,NA,13,NA,"N"
"814","5XRDe2","Artisans Reserve",76,"Bohemian-Style Pilsener","Bohemian Pilsener",5.5,NA,13,NA,"N"
"815","yXWpdN","Artisan’s 100 Schilling Scotch Ale",15,"Scotch Ale","Scotch Ale",7.5,NA,NA,NA,"Y"
"816","arFdmo","Artisan’s Abbey Dubbel",58,"Belgian-Style Dubbel","Belgian Dubbel",9,NA,NA,NA,"Y"
"817","DAyRwF","Artisan’s Bavarian Dark Lager",83,"European-Style Dark / Münchner Dunkel","Euro Dark",5,NA,NA,NA,"Y"
"818","pUhG5g","Artisan’s Black IPA",30,"American-Style India Pale Ale","American IPA",5.8,NA,NA,NA,"Y"
"819","RoQ4F7","Artisan’s Bourbon Vanilla Imperial Stout",43,"American-Style Imperial Stout","American Imperial Stout",9,50,NA,NA,"Y"
"820","MDo1Tw","Artisan’s Dunkelweizen",52,"South German-Style Dunkel Weizen / Dunkel Weissbier","Dunkelweizen",5.5,NA,NA,NA,"Y"
"821","gRrgXz","Artisan’s Düsseldorf Style Old Ale (Alt Bier)",55,"German-Style Altbier","Altbier",5.5,NA,NA,NA,"Y"
"822","9ikv9j","Artisan’s English Mild Brown Ale",37,"American-Style Brown Ale","American Brown",4.8,NA,NA,NA,"Y"
"823","0fvLc2","Artisan’s English Nut Brown Ale",37,"American-Style Brown Ale","American Brown",5.8,NA,NA,NA,"Y"
"824","rd5m4L","Artisan’s Hefeweizen",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",5,NA,NA,NA,"Y"
"825","TwoaDm","Artisan’s Honey Blackberry",119,"Fruit Beer","Fruit Beer",NA,NA,NA,NA,"Y"
"826","6GXOND","Artisan’s Hop Harvest Golden Ale",98,"American-Style Pilsener","American Pilsener",4.8,NA,NA,NA,"Y"
"827","iaGCWe","Artisan’s Hoppy Amber Ale",32,"American-Style Amber/Red Ale","Amber",5.2,NA,NA,NA,"Y"
"828","Ktz0g5","Artisan’s Imperial IPA",31,"Imperial or Double India Pale Ale","Imperial IPA",8,NA,NA,NA,"Y"
"829","xDhopW","Artisan’s Lite Ale",36,"Golden or Blonde Ale","Blonde",4.2,NA,NA,NA,"Y"
"830","ZXQcyx","Artisan’s Pilsner",98,"American-Style Pilsener","American Pilsener",5.5,NA,NA,NA,"Y"
"831","Br9R8O","Artisan’s Red Ale",22,"Irish-Style Red Ale","Irish Red",5,NA,NA,NA,"Y"
"832","oAsFHp","Artisan’s Strong Winter Ale",14,"Strong Ale","Strong Ale",5.5,NA,NA,NA,"Y"
"833","QUb3RG","Artisan’s Toasted Amber Ale",32,"American-Style Amber/Red Ale","Amber",5,NA,NA,NA,"Y"
"834","2oJrah","Artisan’s Weizen",53,"South German-Style Weizenbock / Weissbock","Weizenbock",6.8,NA,NA,NA,"Y"
"835","f82fk8","Artisan’s West Coast IPA",30,"American-Style India Pale Ale","American IPA",6.2,NA,NA,NA,"Y"
"836","ccywdM","Artist Ale",3,"Ordinary Bitter","Bitter",4,NA,NA,NA,"Y"
"837","BYbKwE","Artist Colony Ale",32,"American-Style Amber/Red Ale","Amber",5.5,NA,NA,NA,"N"
"838","09RRZI","Artista Zynergia Plumtastic",40,"American-Style Sour Ale","Sour",8,NA,NA,NA,"N"
"839","qvOOE4","Artista Zynergia: Oudilis Cerasus Oryza",40,"American-Style Sour Ale","Sour",8.6,NA,NA,NA,"N"
"840","PnNSLh","Artista Zynergia: Stramboozled",40,"American-Style Sour Ale","Sour",5.6,NA,NA,NA,"N"
"841","GC2IL3","Artländer Artländer NOX",125,"Specialty Beer","Specialty",NA,NA,NA,NA,"N"
"842","dsJUBc","Artländer Pils",75,"German-Style Pilsener","German Pilsener",NA,NA,NA,NA,"N"
"843","QObMrh","Artsy Tartsy with Peaches",46,"Berliner-Style Weisse (Wheat)","Berlinerweisse",4,3,3,1.039,"N"
"844","s9TFg1","Arzachel",164,"Session India Pale Ale","Session IPA",3.5,NA,NA,NA,"N"
"845","jdPglx","As Follows",61,"Belgian-Style Blonde Ale","Belgian Blonde",9,NA,NA,NA,"N"
"846","l9NBVX","As Good As Gold",127,"Gluten-Free Beer","Gluten-Free Beer",4.5,NA,NA,NA,"Y"
"847","p8GIUc","As the Crow Flies Kolsch",45,"German-Style Kölsch / Köln-Style Kölsch","Kölsch",5.5,23,NA,NA,"N"
"848","Ce4cCd","As You Like It Porter",18,"Brown Porter","Brown Porter",6.1,NA,NA,NA,"N"
"849","9Vda1y","As You Wish...",158,"American-Style Imperial Porter","American Imperial Porter",11,NA,NA,NA,"N"
"850","sP5x0O","Asahi Super Dry",107,"Dry Lager","Dry Lager",5,NA,NA,NA,"N"
"851","pZRGYw","Asahi Super Dry Black",103,"American-Style Dark Lager","American Dark Lager",5.5,NA,NA,NA,"N"
"852","IcWPRm","Asam-Bock",90,"German-Style Doppelbock","Doppelbock",NA,NA,NA,NA,"Y"
"853","BJFSW8","Audition - Double IPA",31,"Imperial or Double India Pale Ale","Imperial IPA",8.5,NA,NA,NA,"N"
"854","cBZj1z","Audition - English-Style Bitter",3,"Ordinary Bitter","Bitter",5.6,NA,NA,NA,"N"
"855","NY86j7","Audition - Imperial Pilsner",98,"American-Style Pilsener","American Pilsener",8,NA,NA,NA,"N"
"856","WaxgGo","Audition - Pilsner",98,"American-Style Pilsener","American Pilsener",5.2,NA,NA,NA,"N"
"857","HxW3xw","Audition - Rye Bock",117,"Rye Ale or Lager with or without Yeast","Rye Ale",7.2,NA,NA,NA,"N"
"858","eOVHdT","Audition - Scotch Ale",15,"Scotch Ale","Scotch Ale",7.3,NA,NA,NA,"N"
"859","EuUVB4","Auf Der Mark",80,"Vienna-Style Lager","Vienna Lager",5.2,NA,NA,NA,"N"
"860","VCoagZ","Aufgeber",31,"Imperial or Double India Pale Ale","Imperial IPA",8.5,110,NA,NA,"Y"
"861","r8lGZU","Aufwind",31,"Imperial or Double India Pale Ale","Imperial IPA",6.5,NA,NA,NA,"N"
"862","El0UEY","Auges de Roggen",118,"German-Style Rye Ale (Roggenbier) with or without Yeast","German Rye",5,NA,NA,NA,"N"
"863","gRg0OA","Aught 7 IPA",30,"American-Style India Pale Ale","American IPA",NA,NA,NA,NA,"N"
"864","8khP2P","Augsburger Dark",97,"American-Style Premium Lager","American Premium Lager",NA,NA,NA,NA,"N"
"865","l4QDBq","Augsburger Golden",36,"Golden or Blonde Ale","Blonde",NA,NA,NA,NA,"N"
"866","9R6XP9","Augtoberfest",102,"American-Style Märzen / Oktoberfest","American Oktoberfest",6,NA,NA,NA,"N"
"867","ReOPU3","August IPA of the Month (\Spot\"")""",30,"American-Style India Pale Ale","American IPA",5.8,54,7,NA,"N"
"868","OlGgMG","August IPA of the Month - \Coral\""""",30,"American-Style India Pale Ale","American IPA",5.5,90,5,NA,"N"
"869","tT99hH","August's Bock Batch No. 8",88,"Traditional German-Style Bock","Bock",NA,NA,NA,NA,"N"
"870","fe44im","Augustijn Ale",59,"Belgian-Style Tripel","Belgian Tripel",8,NA,NA,NA,"N"
"871","rUWlG1","Augustijn Blonde",61,"Belgian-Style Blonde Ale","Belgian Blonde",8,NA,NA,NA,"N"
"872","ToFZPS","Augustijn Brune",70,"Other Belgian-Style Ales","Belgian Ale",7,NA,NA,NA,"N"
"873","NquSSK","Augustine's Orange Amber Ale",32,"American-Style Amber/Red Ale","Amber",5.3,25,NA,NA,"N"
"874","1iO5GC","Augustiner",97,"American-Style Premium Lager","American Premium Lager",4.3,NA,NA,NA,"N"
"875","Wd8MVJ","Augustiner Amber Lager",80,"Vienna-Style Lager","Vienna Lager",NA,NA,NA,NA,"N"
"876","yOjZI0","Augustus",41,"American-Style Black Ale","Black Ale",7,NA,NA,NA,"N"
"877","6oojJ7","Augustus",53,"South German-Style Weizenbock / Weissbock","Weizenbock",8,16,NA,NA,"N"
"878","Jdm2Mr","Augustus Chocolate Porter",18,"Brown Porter","Brown Porter",NA,NA,NA,1,"N"
"879","AoRAGZ","Augustus Gloop",20,"Sweet or Cream Stout","Sweet Stout",8.5,16,41,1.087,"N"
"880","AV9k62","Augustus Weizen Doppelbock / Augustus 8",90,"German-Style Doppelbock","Doppelbock",8,50,NA,NA,"N"
"881","j9NHrz","Auld Abominable",13,"Old Ale","Old Ale",NA,NA,NA,NA,"N"
"882","ATJjpe","Auld Ale",125,"Specialty Beer","Specialty",NA,NA,NA,NA,"N"
"883","8FCMBh","Auld Alliance",7,"Scottish-Style Light Ale","Scottish Light",9,NA,NA,NA,"N"
"884","9ltAte","Auld Bitch Barley Wine",34,"American-Style Barley Wine Ale","American Barleywine",11.7,NA,NA,NA,"N"
"885","YnQjoC","Auld Curiosity Ale",13,"Old Ale","Old Ale",NA,NA,NA,NA,"N"
"886","CoWCeZ","Auld Girthy",8,"Scottish-Style Heavy Ale","Scottish Heavy",8.8,26,NA,NA,"N"
"887","wC3XuB","Auld Knucker",30,"American-Style India Pale Ale","American IPA",6.8,70,NA,NA,"N"
"888","LOKnrY","Auld Lang Syne",13,"Old Ale","Old Ale",NA,NA,NA,NA,"N"
"889","j97keK","Auld Nick Winter Ale",125,"Specialty Beer","Specialty",6.5,18,NA,NA,"N"
"890","HBXAiV","Aún Más A Jesús",43,"American-Style Imperial Stout","American Imperial Stout",12,NA,40,NA,"N"
"891","ex0s6Q","Aun Mas A Jesus (Bourbon Barrel Aged)",43,"American-Style Imperial Stout","American Imperial Stout",12,NA,NA,NA,"N"
"892","HxGWkH","Aún Más Café Jesús",43,"American-Style Imperial Stout","American Imperial Stout",12,NA,40,NA,"N"
"893","MSLRBD","Aun Mas Chili Jesus",43,"American-Style Imperial Stout","American Imperial Stout",12,NA,40,NA,"N"
"894","SEPDGy","Aún Más Todo Jesús",43,"American-Style Imperial Stout","American Imperial Stout",12,NA,40,NA,"N"
"895","ySGT2B","Awesome Juice, Great Job!",65,"Belgian-Style White (or Wit) / Belgian-Style Wheat","Witbier",4.2,NA,NA,NA,"N"
"896","aPImMt","Awesome Possum",30,"American-Style India Pale Ale","American IPA",6.3,NA,NA,NA,"N"
"897","zl9C1E","Awesome Sauce",59,"Belgian-Style Tripel","Belgian Tripel",10.2,50,NA,NA,"Y"
"898","mrwwvY","Awesome Sauce",119,"Fruit Beer","Fruit Beer",5.5,15,NA,NA,"N"
"899","khStSq","awesome sauce",132,"Wood- and Barrel-Aged Beer","BBL Aged",9.5,86,24,NA,"N"
"900","PyZeSc","Awestruck Eastern Dry",149,"Common Cider","Common Cider",6.2,NA,NA,NA,"N"
"901","PIaRmk","Awestruck Hibiscus Ginger",149,"Common Cider","Common Cider",6.8,NA,NA,NA,"N"
"902","1ade90","Awestruck Winter Solstice",157,"Other Specialty Cider or Perry","Specialty Cider",6.8,NA,NA,NA,"N"
"903","6gEQoB","Awful Gato",37,"American-Style Brown Ale","American Brown",10.1,NA,NA,NA,"N"
"904","3J4ImQ","Awoogah",30,"American-Style India Pale Ale","American IPA",6.7,NA,NA,NA,"N"
"905","8lYY6l","Aww Jeah",31,"Imperial or Double India Pale Ale","Imperial IPA",10.4,95,NA,NA,"N"
"906","93wFpi","Aww Snap",141,"Semi-Sweet Mead","Semi-Sweet Mead",6,NA,NA,NA,"N"
"907","hujUus","Axe Edgar",2,"English-Style India Pale Ale","English IPA",NA,NA,NA,NA,"N"
"908","iHcxa2","Axe Edge",30,"American-Style India Pale Ale","American IPA",6.8,73,NA,NA,"N"
"909","dQK3OT","Axe Head",32,"American-Style Amber/Red Ale","Amber",8.2,NA,NA,NA,"N"
"910","tIMtHE","Axe Scar Pig",32,"American-Style Amber/Red Ale","Amber",6,32.5,NA,NA,"N"
"911","ki9e3z","Axeman Red",32,"American-Style Amber/Red Ale","Amber",6.3,75,NA,NA,"N"
"912","Px9Zt6","Axe^x",30,"American-Style India Pale Ale","American IPA",6.8,20,NA,NA,"N"
"913","xh4kox","Axiom",70,"Other Belgian-Style Ales","Belgian Ale",10.5,28,19,NA,"N"
"914","e9u0sM","Axiom",59,"Belgian-Style Tripel","Belgian Tripel",8.9,NA,NA,NA,"N"
"915","U6qEyq","Axis Bold As Beer",37,"American-Style Brown Ale","American Brown",NA,NA,NA,NA,"N"
"916","nO0vHQ","Axis Hefe",48,"South German-Style Hefeweizen / Hefeweissbier","Hefeweizen",5,30.1,NA,NA,"N"
"917","jnrHDt","Axis IPA",30,"American-Style India Pale Ale","American IPA",7,70,NA,1.065,"N"
"918","1vU8hL","Axis Mundi",42,"American-Style Stout","American Stout",9.5,72,NA,NA,"N"
"919","BpwKPJ","Axl Gose",47,"Leipzig-Style Gose","Leipzig Gose",5.5,NA,NA,NA,"N"
"920","VqAc3q","Axle Wit",65,"Belgian-Style White (or Wit) / Belgian-Style Wheat","Witbier",4.8,NA,NA,NA,"N"
"921","qF0XXw","Ayawasca",58,"Belgian-Style Dubbel","Belgian Dubbel",8,NA,NA,NA,"N"
"922","eadlZC","Aye SB Extra Special Bitter",5,"Extra Special Bitter","ESB",5.8,NA,NA,NA,"Y"
"923","bEbbW4","Aye-Aye Stout",43,"American-Style Imperial Stout","American Imperial Stout",8.5,38,41,1.074,"N"
"924","xcD2E1","Ayer St. Amber",32,"American-Style Amber/Red Ale","Amber",5.4,40,NA,NA,"N"
"925","RRSkW7","Ayinger Bairisch / Bavarian Pils",75,"German-Style Pilsener","German Pilsener",5.3,32,NA,NA,"N"
"926","5rlM4R","Ayinger Lager Hell",78,"Münchner (Munich)-Style Helles","Helles",4.9,NA,NA,1.048,"N"
"927","J7wJY2","Ayla's Amber Ale",32,"American-Style Amber/Red Ale","Amber",5.4,30,NA,NA,"N"
"928","gEDzII","Az I Am",40,"American-Style Sour Ale","Sour",4.8,NA,NA,NA,"N"
"929","GDbThA","Azacca",157,"Other Specialty Cider or Perry","Specialty Cider",7,NA,NA,NA,"N"
"930","RFo3L6","Azacca",31,"Imperial or Double India Pale Ale","Imperial IPA",8,75,NA,NA,"N"
"931","Bo1BOT","Azacca",30,"American-Style India Pale Ale","American IPA",4.5,NA,NA,NA,"N"
"932","AQtWNU","Azacca Ale",36,"Golden or Blonde Ale","Blonde",5,32,NA,NA,"N"
"933","FtnhOh","Azacca Cannon",30,"American-Style India Pale Ale","American IPA",6,NA,NA,NA,"N"
"934","NSqSRJ","Azacca Crooked Tree",30,"American-Style India Pale Ale","American IPA",6.5,NA,NA,NA,"N"
"935","MyXEd4","Azacca Hop Necessity",30,"American-Style India Pale Ale","American IPA",7.4,61,NA,NA,"N"
"936","ycWNKI","Azacca Imperial IPA",31,"Imperial or Double India Pale Ale","Imperial IPA",10,75,NA,NA,"N"
"937","3h9aU3","Back Country Burning",43,"American-Style Imperial Stout","American Imperial Stout",14.4,27,NA,NA,"N"
"938","eufnOi","Back Country Class VI",31,"Imperial or Double India Pale Ale","Imperial IPA",9,90,11,NA,"N"
"939","ELjNUS","Back Country Session IPA",164,"Session India Pale Ale","Session IPA",4.7,46,NA,1.048,"Y"
"940","xg5tcv","Back Creek Blonde",36,"Golden or Blonde Ale","Blonde",NA,NA,NA,NA,"N"
"941","jxDT4Q","Back East Ale",32,"American-Style Amber/Red Ale","Amber",5,NA,NA,NA,"N"
"942","xd2mdS","Back Forty",88,"Traditional German-Style Bock","Bock",5.5,NA,NA,NA,"N"
